Student_ID,Gender,Study_Hours,Family_Income,Attendance,Test_Score,Extra_Activities,Internet_Access,Parental_Education,School_Type,Health_Status,Part_Time_Job
4164,Other,1.0,High,80,47.0,Debate,No,Bachelor,Private,Good,No
4165,Male,14.0,High,94,44.0,Music,Yes,PhD,Private,Poor,No
4166,Male,16.0,High,97,11.0,Sports,Yes,Master,Private,Excellent,Yes
4167,Male,3.0,High,89,91.0,Music,Yes,PhD,Private,Average,Yes
4168,Other,7.0,High,58,36.0,Music,Yes,Bachelor,Private,Poor,No
4169,Other,18.0,High,83,2.0,Sports,No,PhD,Government,Excellent,No
4170,Other,1.0,Medium,71,27.0,None,Yes,Master,Government,Good,No
4171,Other,15.0,Low,76,92.0,Music,Yes,High School,Private,Average,Yes
4172,Male,13.0,Low,76,83.0,Music,Yes,High School,Government,Poor,Yes
4173,Male,11.0,,82,1.0,Music,No,PhD,Private,Good,Yes
4174,Male,8.0,Medium,94,55.0,Sports,Yes,Bachelor,Private,Good,No
4175,Other,11.0,Medium,94,100.0,Sports,Yes,Master,Private,Poor,No
4176,Female,2.0,High,92,64.0,None,Yes,PhD,Private,Good,No
4177,Female,12.0,High,91,45.0,Music,Yes,High School,Private,Excellent,Yes
4178,Male,5.0,High,55,99.0,Sports,Yes,PhD,Private,Good,No
4179,Female,1.0,Medium,97,43.0,Music,Yes,High School,Private,Poor,No
4180,Other,6.0,Medium,76,17.0,None,Yes,PhD,Private,Excellent,No
4181,Other,19.0,Low,81,72.0,Debate,No,Bachelor,Government,Poor,Yes
4182,Male,13.0,,87,36.0,Debate,Yes,Bachelor,Government,Excellent,Yes
4183,Female,5.0,Low,71,53.0,Debate,No,High School,Government,Good,No
4184,Male,8.0,Low,62,,None,No,Bachelor,Government,Poor,Yes
4185,Other,6.0,,81,82.0,Sports,No,PhD,Private,Good,No
4186,Female,,High,76,61.0,Music,No,High School,Private,Excellent,Yes
4187,Other,15.0,,93,24.0,Sports,No,High School,Private,Average,No
4188,Female,12.0,Low,89,51.0,Debate,No,High School,Government,Excellent,Yes
4189,Male,5.0,High,79,62.0,Debate,No,Bachelor,Private,Good,No
4190,Other,3.0,,84,14.0,Music,Yes,Bachelor,Government,Poor,No
4191,Male,11.0,Low,62,45.0,Music,No,Master,Government,Excellent,No
4192,Other,9.0,High,50,55.0,None,No,PhD,Government,Poor,No
4193,Female,,Low,91,25.0,Music,No,Master,Private,Good,No
4194,Female,0.0,Low,76,63.0,Sports,No,High School,Private,Good,Yes
4195,Other,11.0,Medium,71,19.0,Sports,No,PhD,Private,Good,No
4196,Other,19.0,High,96,66.0,Music,Yes,Bachelor,Government,Excellent,Yes
4197,Other,18.0,Medium,92,24.0,Sports,Yes,Master,Government,Average,No
4198,Female,18.0,,97,20.0,Sports,Yes,Master,Government,Poor,No
4199,Male,17.0,Low,73,33.0,Debate,Yes,High School,Private,Average,Yes
4200,Male,8.0,Low,72,87.0,Debate,No,PhD,Government,Poor,No
4201,Other,3.0,Medium,84,24.0,Music,Yes,PhD,Private,Average,No
4202,Male,10.0,Low,58,64.0,Music,Yes,High School,Government,Excellent,No
4203,Male,15.0,High,76,28.0,Music,Yes,Bachelor,Private,Excellent,No
4204,Male,19.0,Low,56,31.0,Debate,No,PhD,Government,Good,Yes
4205,Male,,Medium,73,0.0,Sports,No,Master,Private,Average,No
4206,Female,8.0,Low,65,34.0,None,Yes,High School,Government,Excellent,No
4207,Female,17.0,High,72,55.0,Sports,Yes,Master,Government,Good,Yes
4208,Female,16.0,High,56,15.0,None,Yes,Bachelor,Private,Poor,Yes
4209,Other,16.0,Medium,89,31.0,Debate,No,Bachelor,Government,Good,Yes
4210,Other,13.0,,71,78.0,None,Yes,PhD,Government,Poor,No
4211,Female,12.0,Medium,78,4.0,Music,No,Master,Private,Poor,Yes
4212,Male,18.0,High,69,9.0,Music,No,Bachelor,Government,Good,No
4213,Female,5.0,Medium,86,85.0,Music,No,High School,Private,Excellent,No
4214,Male,11.0,Low,55,71.0,Music,Yes,Bachelor,Private,Poor,Yes
4215,Male,12.0,Low,80,78.0,Sports,Yes,Bachelor,Private,Poor,No
4216,Female,2.0,High,76,19.0,Music,No,PhD,Government,Poor,Yes
4217,Other,15.0,High,90,88.0,None,No,High School,Government,Average,No
4218,Male,9.0,High,86,11.0,Debate,No,Bachelor,Government,Average,No
4219,Male,9.0,High,58,,Music,Yes,Master,Private,Poor,Yes
4220,Female,17.0,High,74,67.0,Sports,Yes,High School,Private,Average,No
4221,Male,2.0,Low,91,62.0,Music,No,High School,Private,Average,No
4222,Male,12.0,Low,87,25.0,Music,No,Master,Private,Excellent,No
4223,Female,15.0,Low,82,59.0,Sports,No,Master,Private,Good,Yes
4224,Male,3.0,Medium,62,73.0,Debate,Yes,PhD,Private,Good,No
4225,Other,10.0,Medium,86,60.0,Sports,No,High School,Government,Excellent,Yes
4226,Other,16.0,High,76,14.0,None,No,Master,Private,Poor,Yes
4227,Other,0.0,Low,68,4.0,Sports,No,High School,Private,Good,Yes
4228,Female,11.0,High,65,31.0,None,No,High School,Government,Poor,No
4229,Female,,Low,96,95.0,Music,No,High School,Government,Poor,No
4230,Other,18.0,Low,63,21.0,Sports,Yes,High School,Private,Excellent,Yes
4231,Female,8.0,Low,95,21.0,Music,No,High School,Private,Good,Yes
4232,Female,18.0,Low,53,11.0,Sports,No,PhD,Private,Excellent,No
4233,Female,18.0,Low,88,63.0,None,Yes,High School,Government,Good,No
4234,Other,17.0,Low,71,74.0,Sports,No,High School,Private,Excellent,Yes
4235,Female,19.0,Low,96,87.0,None,Yes,PhD,Government,Good,Yes
4236,Female,10.0,Medium,86,79.0,Music,Yes,Master,Private,Poor,Yes
4237,Other,0.0,Medium,50,15.0,Sports,No,Master,Private,Poor,No
4238,Other,11.0,High,100,64.0,Sports,No,PhD,Private,Excellent,Yes
4239,Female,10.0,Low,70,50.0,Music,No,Master,Private,Average,Yes
4240,Female,9.0,High,99,86.0,Sports,Yes,High School,Government,Poor,Yes
4241,Male,10.0,Medium,79,91.0,None,No,Master,Government,Good,No
4242,Other,7.0,Low,76,31.0,Sports,No,Bachelor,Government,Poor,No
4243,Male,16.0,Medium,95,52.0,Music,No,Master,Government,Good,No
4244,Male,5.0,Medium,83,99.0,Sports,Yes,PhD,Government,Good,Yes
4245,Male,6.0,High,78,100.0,Debate,No,Master,Private,Excellent,No
4246,Male,4.0,Low,53,2.0,Sports,Yes,Master,Government,Poor,Yes
4247,Other,3.0,High,56,12.0,Sports,Yes,PhD,Government,Excellent,Yes
4248,Other,6.0,Low,82,91.0,Sports,No,PhD,Government,Good,No
4249,Other,15.0,Low,61,,Music,Yes,High School,Government,Excellent,No
4250,Male,3.0,Low,82,57.0,Music,No,PhD,Government,Poor,Yes
4251,Other,2.0,Medium,95,44.0,None,Yes,Bachelor,Private,Excellent,No
4252,Other,13.0,Medium,73,23.0,Debate,No,Bachelor,Government,Good,Yes
4253,Other,3.0,High,87,50.0,Music,No,PhD,Private,Poor,Yes
4254,Female,8.0,High,50,12.0,Debate,No,Bachelor,Government,Excellent,Yes
4255,Male,10.0,High,83,23.0,Sports,Yes,High School,Private,Average,Yes
4256,Other,0.0,Medium,66,4.0,Sports,Yes,PhD,Government,Poor,Yes
4257,Other,8.0,Medium,89,80.0,Sports,Yes,Master,Private,Good,No
4258,Male,7.0,Low,99,49.0,Sports,No,High School,Private,Excellent,Yes
4259,Male,14.0,Low,71,75.0,Debate,Yes,Bachelor,Private,Good,No
4260,Other,7.0,High,98,,None,Yes,High School,Private,Excellent,No
4261,Female,19.0,Low,97,17.0,Debate,No,Bachelor,Government,Excellent,Yes
4262,Other,6.0,Low,76,32.0,Sports,No,Bachelor,Private,Poor,Yes
4263,Female,13.0,Medium,64,57.0,None,No,Bachelor,Private,Excellent,No
4264,Male,17.0,Medium,64,30.0,None,No,High School,Government,Good,Yes
4265,Male,2.0,Medium,72,33.0,Sports,No,Master,Government,Average,Yes
4266,Female,14.0,High,61,93.0,None,Yes,Master,Private,Excellent,Yes
4267,Male,,Medium,76,,Music,No,Master,Private,Poor,No
4268,Female,5.0,High,98,73.0,Sports,No,Master,Government,Average,No
4269,Other,,Low,99,30.0,None,Yes,Master,Government,Average,No
4270,Other,13.0,Low,89,98.0,Debate,No,Bachelor,Government,Poor,Yes
4271,Male,10.0,Low,58,78.0,None,No,Master,Private,Average,No
4272,Male,7.0,Low,96,26.0,Debate,Yes,PhD,Private,Excellent,No
4273,Male,7.0,Medium,94,,Music,No,Bachelor,Private,Good,No
4274,Female,4.0,Low,78,26.0,Sports,Yes,Master,Private,Excellent,Yes
4275,Male,15.0,Medium,86,,None,Yes,High School,Government,Excellent,No
4276,Other,6.0,Low,70,75.0,Music,No,High School,Government,Average,No
4277,Other,0.0,Low,50,67.0,Debate,Yes,PhD,Private,Good,Yes
4278,Other,4.0,Medium,61,22.0,Music,No,Bachelor,Private,Average,No
4279,Female,2.0,High,50,97.0,Music,No,Bachelor,Private,Poor,No
4280,Other,12.0,Medium,76,51.0,Debate,Yes,Bachelor,Government,Excellent,Yes
4281,Other,19.0,High,73,56.0,Sports,Yes,Bachelor,Government,Good,No
4282,Male,16.0,Medium,73,86.0,Music,Yes,Master,Government,Average,No
4283,Other,0.0,High,98,50.0,Music,Yes,Bachelor,Government,Good,No
4284,Male,,High,83,82.0,Debate,No,Bachelor,Private,Poor,No
4285,Other,3.0,Medium,88,,Debate,Yes,High School,Government,Excellent,No
4286,Other,12.0,High,84,62.0,Music,No,Master,Private,Good,Yes
4287,Male,18.0,Medium,99,,None,No,Master,Government,Good,Yes
4288,Male,17.0,,95,92.0,Debate,No,Master,Private,Good,Yes
4289,Other,10.0,Low,59,76.0,Sports,No,PhD,Private,Average,No
4290,Female,8.0,Low,73,27.0,None,Yes,Master,Private,Average,Yes
4291,Female,2.0,Low,76,23.0,None,Yes,High School,Government,Good,Yes
4292,Male,15.0,Medium,56,21.0,Music,No,High School,Private,Poor,No
4293,Male,16.0,High,63,85.0,Sports,Yes,PhD,Private,Good,No
4294,Other,12.0,Low,84,39.0,None,Yes,High School,Private,Excellent,Yes
4295,Female,,Medium,92,74.0,Debate,Yes,High School,Private,Excellent,Yes
4296,Female,6.0,Medium,64,,Sports,Yes,Master,Government,Excellent,No
4297,Other,8.0,High,100,95.0,Sports,Yes,Master,Government,Good,No
4298,Female,4.0,Medium,93,87.0,Music,Yes,High School,Government,Average,Yes
4299,Other,4.0,,81,11.0,None,No,Master,Government,Good,Yes
4300,Other,14.0,High,86,48.0,Debate,No,High School,Government,Good,Yes
4301,Male,3.0,Low,58,20.0,None,No,Bachelor,Government,Excellent,No
4302,Other,9.0,High,88,66.0,None,No,Bachelor,Government,Poor,Yes
4303,Female,8.0,Low,96,38.0,Debate,Yes,High School,Government,Poor,No
4304,Female,6.0,Low,82,61.0,None,No,Master,Government,Excellent,Yes
4305,Other,14.0,Low,82,81.0,Sports,No,Bachelor,Private,Good,No
4306,Male,18.0,Low,87,57.0,Music,No,Bachelor,Government,Good,No
4307,Female,9.0,Medium,81,61.0,Music,Yes,Bachelor,Private,Excellent,No
4308,Male,6.0,,70,69.0,Sports,No,PhD,Government,Poor,Yes
4309,Other,2.0,Medium,54,35.0,None,Yes,High School,Private,Poor,No
4310,Other,2.0,High,92,44.0,None,No,Bachelor,Government,Excellent,No
4311,Female,19.0,Low,60,78.0,Music,No,Master,Government,Good,Yes
4312,Female,17.0,,78,14.0,Music,Yes,High School,Government,Good,Yes
4313,Male,12.0,Low,95,61.0,Debate,No,High School,Private,Good,No
4314,Other,11.0,Low,57,37.0,Debate,Yes,Bachelor,Government,Average,No
4315,Male,16.0,Low,76,63.0,Debate,No,Bachelor,Private,Poor,Yes
4316,Female,16.0,High,95,87.0,Debate,Yes,High School,Private,Poor,No
4317,Female,10.0,Low,90,70.0,Music,Yes,Master,Private,Average,Yes
4318,Male,,High,92,8.0,None,No,PhD,Government,Poor,No
4319,Other,19.0,High,92,74.0,Sports,No,High School,Government,Excellent,No
4320,Female,16.0,High,97,79.0,Music,No,High School,Government,Average,Yes
4321,Other,18.0,Medium,61,70.0,Sports,Yes,High School,Private,Poor,Yes
4322,Female,6.0,Medium,56,24.0,Sports,Yes,Master,Government,Good,No
4323,Other,18.0,Low,84,77.0,None,Yes,PhD,Private,Excellent,No
4324,Female,1.0,High,93,64.0,None,Yes,PhD,Government,Average,No
4325,Other,9.0,High,55,19.0,Sports,No,High School,Government,Average,No
4326,Other,5.0,Low,68,27.0,Music,Yes,Bachelor,Private,Good,Yes
4327,Female,15.0,Low,85,48.0,Sports,No,Bachelor,Private,Average,No
4328,Other,7.0,High,91,33.0,None,Yes,Master,Government,Poor,Yes
4329,Other,3.0,Medium,89,72.0,Debate,No,Bachelor,Government,Average,Yes
4330,Female,19.0,High,91,19.0,None,Yes,Master,Government,Good,Yes
4331,Male,,Low,65,94.0,None,Yes,Bachelor,Private,Average,No
4332,Female,17.0,High,60,84.0,Music,No,High School,Government,Excellent,No
4333,Male,14.0,,85,21.0,Sports,No,Master,Private,Excellent,No
4334,Female,15.0,Medium,77,,Sports,No,Bachelor,Government,Poor,No
4335,Male,7.0,High,94,43.0,Sports,Yes,High School,Private,Good,No
4336,Male,16.0,Low,72,46.0,Debate,Yes,Master,Government,Average,Yes
4337,Female,1.0,High,84,24.0,Debate,No,Master,Private,Average,Yes
4338,Other,16.0,Medium,84,21.0,Debate,No,Bachelor,Private,Excellent,No
4339,Female,14.0,High,66,60.0,Debate,No,Bachelor,Private,Good,No
4340,Male,19.0,Low,88,51.0,Debate,No,High School,Government,Good,Yes
4341,Male,6.0,Low,92,19.0,None,Yes,PhD,Private,Excellent,No
4342,Male,10.0,High,53,95.0,Music,Yes,Master,Private,Poor,Yes
4343,Female,18.0,High,97,79.0,Music,No,High School,Private,Average,Yes
4344,Male,5.0,Low,56,19.0,None,No,High School,Government,Excellent,No
4345,Other,17.0,Low,97,85.0,Debate,No,Bachelor,Private,Good,No
4346,Other,8.0,High,67,44.0,None,Yes,Bachelor,Private,Poor,Yes
4347,Other,15.0,Medium,93,36.0,None,No,PhD,Private,Excellent,No
4348,Female,12.0,Low,72,14.0,None,Yes,Bachelor,Private,Good,No
4349,Other,7.0,Medium,77,75.0,Sports,No,Bachelor,Government,Average,Yes
4350,Female,16.0,Medium,90,8.0,Music,No,Master,Government,Average,No
4351,Male,13.0,Medium,91,100.0,None,Yes,High School,Private,Poor,Yes
4352,Female,8.0,Low,85,43.0,Debate,No,Master,Government,Poor,Yes
4353,Other,5.0,Medium,87,14.0,None,No,High School,Government,Good,No
4354,Female,15.0,High,68,43.0,Debate,Yes,Master,Government,Average,Yes
4355,Female,2.0,High,99,85.0,Debate,Yes,High School,Private,Average,Yes
4356,Female,1.0,High,93,11.0,Sports,No,Master,Government,Average,No
4357,Female,7.0,Low,99,26.0,Music,No,Bachelor,Private,Poor,No
4358,Male,3.0,Medium,70,18.0,None,Yes,Bachelor,Government,Poor,No
4359,Female,11.0,High,84,24.0,Music,Yes,High School,Government,Average,Yes
4360,Female,0.0,Medium,99,73.0,Debate,Yes,High School,Private,Average,Yes
4361,Female,16.0,Low,51,98.0,None,No,High School,Government,Good,Yes
4362,Male,17.0,High,100,63.0,None,No,Bachelor,Private,Poor,No
4363,Male,16.0,Low,66,11.0,None,No,PhD,Government,Good,Yes
4364,Male,15.0,Medium,60,49.0,Music,Yes,High School,Government,Poor,Yes
4365,Female,2.0,Medium,62,71.0,None,No,High School,Government,Good,Yes
4366,Female,8.0,Low,90,10.0,Sports,Yes,Bachelor,Private,Good,Yes
4367,Male,11.0,Medium,77,82.0,Sports,Yes,Master,Private,Good,Yes
4368,Female,6.0,Medium,66,22.0,Music,No,High School,Private,Average,No
4369,Female,5.0,Medium,94,87.0,None,Yes,High School,Government,Excellent,Yes
4370,Male,10.0,,73,14.0,Sports,Yes,High School,Private,Excellent,No
4371,Male,5.0,,94,62.0,None,No,Bachelor,Private,Excellent,Yes
4372,Other,16.0,Low,83,19.0,Debate,No,Master,Private,Excellent,Yes
4373,Male,9.0,Medium,98,88.0,Debate,Yes,Bachelor,Government,Excellent,Yes
4374,Male,2.0,Medium,86,77.0,None,Yes,PhD,Government,Good,No
4375,Male,18.0,Low,63,9.0,None,No,PhD,Government,Poor,No
4376,Male,2.0,High,98,60.0,None,No,Bachelor,Private,Good,Yes
4377,Female,1.0,High,55,92.0,Debate,No,Master,Private,Average,Yes
4378,Male,19.0,Medium,90,46.0,Sports,No,Bachelor,Private,Excellent,No
4379,Female,0.0,Medium,93,48.0,Debate,No,High School,Private,Average,Yes
4380,Female,17.0,High,71,48.0,None,Yes,High School,Private,Average,No
4381,Male,7.0,High,69,75.0,Music,Yes,Bachelor,Government,Average,No
4382,Male,18.0,Low,72,32.0,Sports,Yes,Master,Private,Good,No
4383,Other,4.0,Medium,93,86.0,Music,No,High School,Private,Excellent,No
4384,Female,9.0,Low,81,77.0,Debate,No,Master,Private,Good,No
4385,Male,8.0,Medium,71,22.0,Sports,No,PhD,Private,Poor,No
4386,Female,17.0,,88,52.0,Sports,Yes,PhD,Government,Poor,Yes
4387,Other,18.0,Low,99,36.0,Music,Yes,Master,Private,Excellent,No
4388,Male,4.0,Medium,72,21.0,Music,No,PhD,Government,Good,No
4389,Other,10.0,,69,92.0,Music,Yes,High School,Government,Poor,Yes
4390,Female,19.0,High,86,99.0,Music,Yes,High School,Private,Poor,Yes
4391,Other,0.0,Low,92,1.0,Sports,No,PhD,Private,Excellent,Yes
4392,Other,11.0,High,95,19.0,Debate,No,High School,Private,Poor,No
4393,Female,5.0,Medium,88,4.0,Music,Yes,High School,Government,Excellent,No
4394,Female,19.0,Low,92,90.0,None,Yes,High School,Government,Poor,Yes
4395,Female,11.0,High,83,2.0,Sports,Yes,PhD,Government,Average,No
4396,Female,11.0,Low,66,81.0,Music,No,PhD,Private,Poor,No
4397,Female,2.0,Low,64,76.0,None,No,Bachelor,Private,Good,Yes
4398,Female,14.0,Medium,70,85.0,Debate,No,PhD,Government,Good,No
4399,Other,10.0,Medium,50,76.0,Debate,No,PhD,Government,Excellent,No
4400,Female,9.0,,94,11.0,Music,Yes,Bachelor,Government,Poor,Yes
4401,Female,15.0,High,87,31.0,None,No,Bachelor,Private,Excellent,Yes
4402,Female,11.0,High,83,57.0,Music,No,High School,Government,Average,No
4403,Female,15.0,Low,78,99.0,Sports,Yes,Master,Government,Average,Yes
4404,Male,4.0,Low,51,70.0,Sports,No,Bachelor,Private,Average,Yes
4405,Other,17.0,High,69,,Sports,No,Master,Government,Poor,No
4406,Other,9.0,Medium,91,39.0,Music,Yes,PhD,Government,Good,No
4407,Male,5.0,Low,99,100.0,Music,No,High School,Private,Poor,No
4408,Other,13.0,Medium,93,5.0,Music,No,High School,Government,Excellent,Yes
4409,Other,13.0,Medium,100,62.0,Debate,No,Bachelor,Private,Good,No
4410,Female,8.0,Medium,62,24.0,Debate,No,Master,Government,Good,No
4411,Other,15.0,Low,57,90.0,None,No,Master,Government,Average,Yes
4412,Male,12.0,High,72,68.0,Music,No,Master,Government,Excellent,No
4413,Other,13.0,Medium,97,82.0,Sports,No,Master,Private,Poor,No
4414,Male,10.0,Medium,60,72.0,Sports,No,Master,Government,Good,Yes
4415,Male,1.0,High,72,49.0,Music,No,High School,Government,Good,No
4416,Other,19.0,High,85,39.0,None,No,Master,Private,Good,Yes
4417,Female,19.0,Medium,77,0.0,Sports,Yes,Master,Private,Good,Yes
4418,Male,18.0,Medium,66,45.0,None,No,Master,Government,Good,Yes
4419,Other,,Low,57,72.0,Music,No,Bachelor,Private,Average,No
4420,Other,16.0,Low,50,38.0,Debate,Yes,PhD,Private,Average,Yes
4421,Female,8.0,High,78,9.0,Sports,Yes,High School,Private,Good,Yes
4422,Female,10.0,Medium,52,48.0,None,Yes,PhD,Government,Poor,Yes
4423,Other,11.0,High,62,13.0,Debate,No,Bachelor,Private,Good,No
4424,Female,2.0,High,82,45.0,None,Yes,PhD,Government,Poor,No
4425,Male,16.0,Low,72,39.0,Debate,No,Bachelor,Government,Excellent,Yes
4426,Other,5.0,High,72,88.0,Music,Yes,Bachelor,Private,Good,Yes
4427,Female,3.0,Low,83,18.0,Debate,No,PhD,Government,Average,No
4428,Other,12.0,Low,75,16.0,Sports,Yes,Bachelor,Government,Excellent,Yes
4429,Female,16.0,High,54,81.0,Music,No,Bachelor,Government,Average,No
4430,Male,9.0,Low,57,45.0,Music,Yes,High School,Private,Poor,No
4431,Other,19.0,Medium,66,72.0,Sports,No,PhD,Private,Good,Yes
4432,Female,17.0,Medium,74,64.0,Debate,Yes,Master,Government,Good,No
4433,Male,13.0,Low,72,69.0,Music,Yes,Bachelor,Private,Average,Yes
4434,Male,15.0,Medium,77,37.0,Music,Yes,High School,Government,Excellent,Yes
4435,Female,18.0,High,83,16.0,Music,Yes,Bachelor,Private,Excellent,Yes
4436,Other,14.0,Low,57,,None,No,PhD,Government,Excellent,Yes
4437,Female,12.0,Medium,92,10.0,Sports,No,Master,Private,Poor,No
4438,Female,1.0,Low,68,52.0,Sports,No,Bachelor,Private,Good,No
4439,Male,8.0,High,62,17.0,Music,Yes,High School,Private,Poor,Yes
4440,Female,12.0,Low,75,100.0,Music,Yes,PhD,Government,Average,No
4441,Female,11.0,Medium,88,6.0,Sports,Yes,PhD,Private,Good,Yes
4442,Other,0.0,High,100,34.0,Debate,Yes,Master,Government,Good,No
4443,Female,12.0,High,55,43.0,Music,Yes,Master,Government,Excellent,No
4444,Other,7.0,High,62,70.0,None,Yes,Master,Government,Poor,Yes
4445,Female,3.0,High,98,38.0,Sports,Yes,PhD,Government,Average,Yes
4446,Male,10.0,High,72,10.0,Debate,Yes,Master,Private,Average,No
4447,Female,5.0,High,85,9.0,Debate,Yes,Master,Private,Poor,Yes
4448,Other,12.0,High,92,97.0,Sports,Yes,PhD,Government,Excellent,Yes
4449,Other,19.0,Medium,66,87.0,None,Yes,Bachelor,Government,Average,No
4450,Female,4.0,Low,50,75.0,Music,Yes,High School,Private,Average,No
4451,Female,12.0,Low,92,8.0,Sports,No,High School,Private,Poor,Yes
4452,Female,16.0,Low,100,85.0,None,No,High School,Government,Poor,Yes
4453,Other,18.0,High,62,95.0,Sports,Yes,Bachelor,Private,Good,No
4454,Other,18.0,Low,77,7.0,Debate,Yes,PhD,Private,Average,Yes
4455,Male,0.0,Low,63,47.0,Music,Yes,PhD,Private,Average,Yes
4456,Female,3.0,Low,97,,Debate,No,High School,Government,Good,No
4457,Other,1.0,High,63,79.0,Sports,Yes,Bachelor,Government,Excellent,No
4458,Other,11.0,High,56,96.0,None,Yes,Master,Government,Excellent,Yes
4459,Other,0.0,Low,86,88.0,Sports,Yes,Master,Private,Poor,No
4460,Other,11.0,,90,5.0,Music,Yes,Master,Government,Average,Yes
4461,Male,12.0,Medium,92,58.0,Sports,Yes,High School,Private,Excellent,Yes
4462,Other,5.0,Low,67,67.0,Sports,Yes,High School,Private,Poor,No
4463,Other,6.0,Low,90,22.0,Debate,No,PhD,Government,Excellent,Yes
4464,Female,19.0,Medium,58,72.0,Music,No,High School,Private,Excellent,Yes
4465,Male,4.0,Low,87,99.0,Sports,No,High School,Government,Average,Yes
4466,Male,8.0,Low,69,74.0,Music,Yes,Master,Private,Excellent,Yes
4467,Male,12.0,High,70,34.0,Music,Yes,Bachelor,Government,Poor,No
4468,Female,,High,87,11.0,None,No,PhD,Government,Good,No
4469,Male,7.0,Medium,85,98.0,None,Yes,Bachelor,Private,Average,Yes
4470,Other,15.0,Low,74,70.0,Debate,Yes,High School,Government,Good,No
4471,Male,13.0,High,92,56.0,Debate,No,Master,Government,Poor,No
4472,Other,17.0,Low,51,,None,No,PhD,Private,Excellent,No
4473,Male,9.0,High,93,-10.0,Sports,Yes,Master,Government,Average,No
4474,Male,18.0,Medium,79,66.0,Sports,No,Bachelor,Government,Excellent,No
4475,Other,15.0,Low,57,60.0,Music,Yes,Master,Government,Excellent,Yes
4476,Female,8.0,Medium,74,60.0,Debate,No,High School,Government,Good,Yes
4477,Female,0.0,High,79,87.0,None,Yes,Master,Private,Poor,No
4478,Female,8.0,High,79,29.0,Sports,Yes,Bachelor,Government,Good,No
4479,Other,13.0,High,62,,None,Yes,Bachelor,Government,Excellent,Yes
4480,Other,6.0,High,80,92.0,Music,No,High School,Government,Excellent,Yes
4481,Male,10.0,Low,81,29.0,None,Yes,High School,Government,Poor,Yes
4482,Male,19.0,High,85,99.0,Music,No,PhD,Private,Excellent,No
4483,Other,6.0,Low,90,54.0,Debate,Yes,Bachelor,Private,Good,Yes
4484,Male,9.0,Medium,78,22.0,Sports,No,High School,Government,Poor,No
4485,Male,18.0,High,97,36.0,Sports,Yes,PhD,Government,Poor,Yes
4486,Female,,Low,83,25.0,Sports,Yes,PhD,Private,Average,No
4487,Other,,,68,35.0,Debate,No,PhD,Private,Good,No
4488,Female,15.0,Low,75,91.0,Music,Yes,PhD,Government,Excellent,No
4489,Male,11.0,High,54,62.0,Sports,No,Bachelor,Government,Average,Yes
4490,Male,7.0,,69,36.0,Debate,Yes,Bachelor,Government,Good,Yes
4491,Female,9.0,Medium,63,50.0,Sports,Yes,High School,Private,Average,No
4492,Other,14.0,Medium,92,67.0,Sports,No,Master,Private,Good,No
4493,Male,15.0,Medium,78,92.0,Debate,Yes,Bachelor,Private,Poor,No
4494,Other,3.0,Medium,52,77.0,Sports,Yes,Bachelor,Government,Average,Yes
4495,Female,4.0,Medium,69,62.0,Sports,Yes,PhD,Private,Excellent,No
4496,Male,16.0,Low,74,36.0,None,No,Bachelor,Private,Good,Yes
4497,Female,9.0,High,90,96.0,None,No,High School,Government,Good,No
4498,Other,3.0,Medium,54,30.0,Music,No,Master,Government,Average,Yes
4499,Male,0.0,High,78,77.0,Debate,No,High School,Government,Poor,Yes
4500,Other,0.0,High,99,24.0,None,No,Bachelor,Government,Good,Yes
4501,Other,6.0,Low,90,72.0,None,No,PhD,Government,Good,Yes
4502,Male,2.0,High,90,24.0,Sports,Yes,High School,Private,Poor,No
4503,Female,15.0,Medium,51,45.0,None,No,Master,Private,Poor,No
4504,Male,15.0,High,55,88.0,Music,Yes,PhD,Private,Excellent,Yes
4505,Other,14.0,Low,85,29.0,Sports,Yes,PhD,Government,Average,No
4506,Other,10.0,High,50,19.0,Sports,No,High School,Government,Poor,Yes
4507,Other,17.0,High,80,22.0,Music,Yes,High School,Government,Average,No
4508,Male,19.0,High,76,0.0,Sports,No,PhD,Government,Poor,No
4509,Other,7.0,Medium,94,14.0,Music,Yes,Master,Private,Excellent,No
4510,Male,5.0,Medium,86,20.0,Music,No,Bachelor,Government,Excellent,Yes
4511,Male,17.0,High,95,29.0,Music,No,Bachelor,Private,Good,Yes
4512,Other,7.0,High,95,10.0,None,Yes,High School,Private,Poor,Yes
4513,Other,19.0,Low,68,89.0,Sports,Yes,High School,Private,Poor,Yes
4514,Other,16.0,High,50,51.0,Debate,Yes,High School,Government,Poor,No
4515,Female,4.0,Low,80,29.0,None,No,High School,Private,Excellent,No
4516,Female,2.0,Low,67,8.0,Debate,Yes,Master,Private,Excellent,Yes
4517,Female,18.0,High,56,68.0,Sports,Yes,Bachelor,Government,Poor,No
4518,Other,6.0,Medium,98,46.0,Music,No,PhD,Government,Poor,Yes
4519,Other,11.0,Low,81,33.0,Debate,Yes,Bachelor,Private,Average,Yes
4520,Female,0.0,Medium,84,32.0,None,No,High School,Private,Average,No
4521,Male,2.0,Medium,81,,Music,Yes,PhD,Private,Excellent,No
4522,Female,9.0,Medium,50,64.0,Debate,No,Master,Private,Average,No
4523,Female,5.0,Low,82,50.0,Sports,Yes,Master,Government,Good,No
4524,Male,15.0,,61,78.0,Debate,No,High School,Government,Average,No
