Job_Title,Experience_Years,Education_Level,Salary,Job_Type,Location,Company_Size,Age,Industry,Remote_Work,Skills,Performance_Rating
Teacher,21,Master,120872.0,Internship,Boston,Small,52,Finance,Yes,Excel,1
Software Engineer,7,Bachelor,76790.0,Part-time,Boston,Large,24,Manufacturing,No,Python,3
Marketing Manager,19,Bachelor,85696.0,Contract,New York,Enterprise,35,Retail,No,SQL,2
Accountant,13,High School,35648.0,Internship,San Francisco,Enterprise,44,Education,Yes,SQL,2
Nurse,33,PhD,81779.0,Contract,Remote,Enterprise,52,Manufacturing,Yes,Excel,1
Accountant,10,Bachelor,126371.0,Contract,San Francisco,Medium,64,Manufacturing,Yes,Data Analysis,1
Software Engineer,32,PhD,56672.0,Contract,Boston,Large,19,Education,No,C++,4
Accountant,30,PhD,89109.0,Internship,Chicago,Medium,49,Education,No,Marketing,3
Marketing Manager,33,PhD,80521.0,Contract,Chicago,Small,32,IT,No,Data Analysis,1
Marketing Manager,6,Master,54593.0,Internship,Seattle,Enterprise,62,Finance,Yes,Data Analysis,2
Software Engineer,22,PhD,33786.0,Contract,Remote,Small,41,Retail,Yes,Java,1
Teacher,6,Bachelor,114036.0,Full-time,Remote,Large,37,Healthcare,Yes,Data Analysis,5
Accountant,24,Master,29815.0,Full-time,Chicago,Small,27,Retail,Yes,Marketing,4
Teacher,2,PhD,41966.0,Internship,San Francisco,Small,41,Education,No,Python,4
Teacher,19,High School,33794.0,Contract,New York,Enterprise,41,Healthcare,Yes,SQL,3
Data Scientist,33,PhD,51423.0,Contract,Chicago,Large,41,Healthcare,No,SQL,4
Software Engineer,29,PhD,119480.0,Contract,Remote,Small,57,Retail,Yes,Python,3
Nurse,16,Master,41302.0,Full-time,Remote,Medium,51,Retail,No,,5
Marketing Manager,9,Bachelor,81064.0,Contract,Boston,Enterprise,58,Retail,Yes,SQL,2
Marketing Manager,34,PhD,106800.0,Contract,Boston,Medium,57,Retail,No,Marketing,5
Software Engineer,19,Master,105140.0,Internship,Seattle,Enterprise,28,Finance,No,Python,3
Sales Executive,17,Master,47835.0,Contract,Seattle,Small,43,IT,Yes,,3
Sales Executive,26,Bachelor,93356.0,Full-time,San Francisco,Enterprise,18,IT,No,Marketing,3
Sales Executive,22,Master,69282.0,Contract,Chicago,Small,47,Retail,Yes,Python,2
Nurse,31,Bachelor,148451.0,Full-time,Chicago,Medium,60,IT,No,Python,3
Marketing Manager,9,High School,141347.0,Full-time,Seattle,Small,35,Retail,Yes,,5
Software Engineer,10,PhD,72714.0,Part-time,Chicago,Enterprise,43,Retail,Yes,Java,2
Marketing Manager,5,Master,87035.0,Full-time,San Francisco,Enterprise,64,Retail,Yes,Python,5
Teacher,33,High School,43814.0,Part-time,New York,Enterprise,26,Manufacturing,No,Data Analysis,2
Accountant,16,Master,44089.0,Part-time,Boston,Medium,26,Finance,No,C++,3
Accountant,11,Master,93162.0,Contract,,Large,18,Education,Yes,Excel,2
Marketing Manager,20,High School,75831.0,Part-time,Chicago,Medium,24,IT,No,Excel,1
Data Scientist,18,Master,52746.0,Internship,San Francisco,Small,61,IT,Yes,Python,5
Nurse,2,Master,,Full-time,Boston,Small,59,Finance,No,SQL,1
Sales Executive,17,High School,71940.0,Internship,Austin,Medium,33,Finance,Yes,Data Analysis,1
Nurse,18,Master,106796.0,Part-time,Remote,Medium,55,Retail,Yes,Data Analysis,3
Nurse,5,Bachelor,56476.0,Contract,Boston,Small,28,Retail,Yes,Excel,3
Teacher,15,Master,46283.0,Full-time,Remote,Small,42,Manufacturing,Yes,Marketing,1
Nurse,7,PhD,21769.0,Internship,Boston,Small,46,Manufacturing,Yes,Marketing,2
Accountant,17,Master,62278.0,Contract,Austin,Large,36,Education,No,SQL,3
Teacher,11,PhD,66994.0,Part-time,Chicago,Large,35,IT,No,,5
Software Engineer,9,PhD,82898.0,Contract,Chicago,Medium,64,Finance,No,C++,1
Nurse,6,Master,35634.0,Internship,New York,Medium,46,Education,No,SQL,5
Nurse,0,High School,125035.0,Contract,Boston,Large,33,IT,Yes,Marketing,5
Software Engineer,20,Bachelor,146259.0,Internship,San Francisco,Enterprise,63,Education,Yes,Python,5
Nurse,23,Bachelor,30965.0,Contract,New York,Large,57,Education,Yes,Data Analysis,1
Software Engineer,24,Master,,Full-time,Chicago,Medium,25,Retail,No,Marketing,4
Teacher,6,High School,72196.0,Contract,Chicago,Large,51,Education,Yes,Data Analysis,3
Accountant,16,High School,118679.0,Full-time,,Enterprise,23,Retail,No,Python,5
Software Engineer,28,Bachelor,68285.0,Internship,New York,Medium,62,IT,No,Marketing,1
Data Scientist,29,High School,75499.0,Full-time,Chicago,Small,62,Manufacturing,No,,4
Software Engineer,6,Master,39420.0,Contract,Austin,Medium,47,IT,Yes,Marketing,1
Nurse,32,Master,45236.0,Full-time,Remote,Large,61,Retail,No,Python,3
Sales Executive,6,High School,26218.0,Internship,Seattle,Large,51,Manufacturing,No,Marketing,1
Sales Executive,23,Master,144283.0,Contract,San Francisco,Enterprise,38,Healthcare,No,Marketing,2
Teacher,10,PhD,69892.0,Full-time,Remote,Large,29,Manufacturing,No,Data Analysis,2
Marketing Manager,8,Bachelor,94031.0,Full-time,Seattle,Enterprise,23,Education,No,C++,5
Teacher,11,Master,119389.0,Part-time,Boston,Medium,56,IT,Yes,Java,1
Marketing Manager,34,High School,84057.0,Full-time,Boston,Large,23,Education,No,Python,1
Sales Executive,3,Bachelor,98609.0,Part-time,San Francisco,Medium,21,Manufacturing,No,C++,5
Sales Executive,27,Master,96907.0,Internship,Austin,Small,26,Healthcare,No,Excel,5
Software Engineer,12,Bachelor,103130.0,Part-time,San Francisco,Small,22,Education,Yes,Data Analysis,4
Accountant,22,High School,31226.0,Internship,New York,Enterprise,27,Healthcare,No,SQL,1
Data Scientist,18,PhD,143108.0,Full-time,Remote,Large,64,Finance,Yes,Data Analysis,3
Teacher,23,PhD,72271.0,Full-time,San Francisco,Medium,25,Healthcare,No,Java,3
Nurse,15,Master,30046.0,Part-time,San Francisco,Medium,40,IT,Yes,C++,3
Marketing Manager,32,PhD,134955.0,Internship,Seattle,Large,21,Manufacturing,Yes,C++,5
Nurse,11,Master,137462.0,Full-time,Austin,Medium,54,Retail,Yes,Marketing,5
Accountant,33,Bachelor,129345.0,Part-time,San Francisco,Large,24,Retail,No,Excel,5
Marketing Manager,6,Master,57117.0,Part-time,New York,Large,23,Education,No,Excel,3
Teacher,10,Master,149980.0,Part-time,Seattle,Small,62,Manufacturing,No,Marketing,4
Software Engineer,30,Master,24965.0,Full-time,Austin,Large,59,Finance,No,C++,2
Nurse,28,PhD,79478.0,Internship,Austin,Medium,32,Education,Yes,Data Analysis,1
Accountant,12,Master,131796.0,Full-time,Chicago,Large,52,Healthcare,No,C++,2
Teacher,30,High School,98872.0,Contract,Boston,Small,49,Retail,No,Marketing,1
Sales Executive,1,Master,77277.0,Contract,Remote,Small,31,Healthcare,Yes,Java,5
Sales Executive,14,Bachelor,105379.0,Full-time,New York,Enterprise,52,Retail,Yes,Python,3
Teacher,10,High School,79613.0,Internship,Boston,Medium,28,Retail,Yes,Java,2
Teacher,33,Bachelor,37373.0,Part-time,Seattle,Large,27,Retail,Yes,Python,5
Teacher,3,Bachelor,65452.0,Contract,Seattle,Medium,34,Manufacturing,No,Excel,1
Marketing Manager,10,Bachelor,70089.0,Contract,New York,Medium,30,IT,No,SQL,2
Teacher,28,High School,26654.0,Full-time,Austin,Large,51,Manufacturing,Yes,Marketing,2
Nurse,1,High School,51280.0,Contract,San Francisco,Small,62,Healthcare,Yes,Java,2
Accountant,15,PhD,76141.0,Contract,New York,Medium,22,Manufacturing,No,Excel,2
Marketing Manager,12,High School,143319.0,Part-time,Seattle,Enterprise,27,Education,Yes,Java,2
Teacher,16,Master,125646.0,Part-time,Boston,Medium,49,Finance,Yes,C++,5
Data Scientist,20,Bachelor,107943.0,Internship,Remote,Small,29,Education,Yes,Python,1
Data Scientist,18,PhD,87894.0,Contract,New York,Enterprise,30,Manufacturing,No,Marketing,1
Accountant,6,High School,,Internship,Austin,Enterprise,38,Healthcare,No,C++,4
Sales Executive,7,Bachelor,138033.0,Internship,Remote,Enterprise,50,Finance,No,Python,3
Software Engineer,12,High School,114242.0,Part-time,Remote,Enterprise,58,Education,Yes,C++,2
Software Engineer,1,PhD,26360.0,Part-time,Remote,Large,64,Finance,No,Python,1
Sales Executive,10,High School,73968.0,Full-time,Chicago,Large,49,Healthcare,Yes,Python,3
Marketing Manager,23,High School,23743.0,Part-time,Remote,Large,29,Retail,No,C++,3
Marketing Manager,5,Bachelor,27159.0,Internship,Chicago,Enterprise,63,Healthcare,Yes,Excel,5
Marketing Manager,25,Master,52151.0,Contract,San Francisco,Small,52,IT,Yes,Marketing,2
Software Engineer,6,High School,20518.0,Internship,San Francisco,Medium,53,Finance,No,SQL,4
Data Scientist,18,PhD,36652.0,Internship,Remote,Enterprise,55,Healthcare,No,Java,3
Software Engineer,5,High School,98461.0,Internship,Austin,Small,45,Retail,Yes,Data Analysis,5
Nurse,28,High School,133114.0,Part-time,Boston,Medium,30,Retail,Yes,Python,2
Teacher,1,Master,,Internship,,Enterprise,29,Healthcare,Yes,Marketing,1
Marketing Manager,18,Bachelor,,Full-time,Chicago,Medium,39,Education,Yes,Java,4
Data Scientist,3,PhD,91011.0,Contract,Austin,Large,61,Healthcare,Yes,Marketing,2
Accountant,5,Bachelor,122489.0,Part-time,Remote,Large,19,Retail,No,C++,5
Accountant,27,Bachelor,123465.0,Internship,Austin,Large,46,Healthcare,Yes,Java,5
Teacher,29,Bachelor,62348.0,Full-time,Austin,Small,30,IT,No,Marketing,5
Data Scientist,6,High School,95422.0,Contract,New York,Large,52,Education,No,SQL,5
Software Engineer,8,Master,97001.0,Internship,Boston,Small,30,Healthcare,No,Data Analysis,5
Software Engineer,24,High School,144269.0,Contract,Remote,Large,51,Retail,No,,4
Nurse,32,PhD,138553.0,Part-time,Boston,Large,36,Healthcare,Yes,Data Analysis,3
Nurse,0,Master,96757.0,Part-time,San Francisco,Large,26,Healthcare,No,Marketing,3
Software Engineer,5,Bachelor,44395.0,Full-time,Boston,Small,48,Finance,No,Data Analysis,1
Accountant,17,Master,22335.0,Part-time,Seattle,Medium,50,Healthcare,No,Python,3
Marketing Manager,9,PhD,121978.0,Full-time,,Small,44,IT,Yes,Data Analysis,5
Accountant,27,High School,90112.0,Internship,San Francisco,Enterprise,62,Retail,No,Data Analysis,3
Nurse,10,High School,133276.0,Contract,Remote,Enterprise,19,Manufacturing,No,Python,3
Teacher,32,Bachelor,20500.0,Part-time,Boston,Small,32,Finance,No,Python,5
Software Engineer,0,High School,144541.0,Contract,Chicago,Small,36,Manufacturing,Yes,C++,4
Nurse,12,High School,112211.0,Contract,Remote,Medium,48,Healthcare,Yes,Data Analysis,5
Nurse,19,PhD,28083.0,Internship,Remote,Small,33,Education,Yes,Marketing,3
Marketing Manager,0,Master,126598.0,Internship,San Francisco,Large,60,IT,No,SQL,3
Software Engineer,2,High School,101256.0,Part-time,Seattle,Medium,32,IT,Yes,Java,1
Marketing Manager,17,PhD,25543.0,Internship,Chicago,Small,23,IT,Yes,Python,5
Software Engineer,13,PhD,137434.0,Contract,Seattle,Small,31,Finance,Yes,,1
Marketing Manager,30,Bachelor,88812.0,Full-time,Chicago,Enterprise,44,Healthcare,No,Marketing,1
Accountant,26,PhD,72237.0,Full-time,New York,Medium,55,IT,Yes,SQL,2
Teacher,16,Bachelor,116171.0,Full-time,Remote,Enterprise,36,Healthcare,No,SQL,1
Teacher,28,High School,140423.0,Part-time,New York,Small,54,Education,No,Python,3
Software Engineer,25,Bachelor,109716.0,Internship,Chicago,Medium,60,Healthcare,No,C++,3
Data Scientist,16,PhD,26613.0,Internship,Chicago,Large,21,Manufacturing,No,Python,2
Sales Executive,21,Master,130033.0,Internship,Seattle,Small,43,Healthcare,Yes,C++,2
Nurse,24,Master,86863.0,Internship,Remote,Small,26,Healthcare,Yes,Excel,5
Nurse,1,High School,60540.0,Contract,Boston,Enterprise,58,Retail,No,Excel,2
Software Engineer,21,High School,96202.0,Full-time,Remote,Large,57,Manufacturing,No,Python,4
Marketing Manager,4,Master,46255.0,Contract,Austin,Small,32,Finance,No,Java,3
Data Scientist,3,Bachelor,149133.0,Part-time,Chicago,Enterprise,58,Healthcare,No,Data Analysis,3
Accountant,5,High School,105666.0,Full-time,San Francisco,Enterprise,54,IT,Yes,Python,2
Marketing Manager,20,PhD,42068.0,Full-time,San Francisco,Small,21,Retail,Yes,Python,2
Marketing Manager,12,High School,69057.0,Contract,San Francisco,Medium,43,Healthcare,No,SQL,3
Software Engineer,24,Bachelor,38946.0,Part-time,New York,Small,35,Retail,Yes,Python,2
Software Engineer,25,High School,40547.0,Part-time,Boston,Large,58,Finance,Yes,Python,5
Nurse,19,PhD,105237.0,Full-time,Seattle,Small,52,Retail,Yes,Python,2
Software Engineer,32,PhD,137124.0,Internship,Boston,Medium,58,IT,Yes,Java,2
Software Engineer,13,PhD,25769.0,Part-time,New York,Enterprise,58,Healthcare,No,SQL,5
Software Engineer,16,Bachelor,44883.0,Contract,Boston,Large,46,IT,Yes,Marketing,5
Nurse,20,Bachelor,81340.0,Part-time,Boston,Large,41,Education,No,Marketing,5
Accountant,15,PhD,99199.0,Full-time,Remote,Large,21,Retail,Yes,Marketing,3
Accountant,15,PhD,124222.0,Internship,San Francisco,Large,38,Retail,Yes,Marketing,2
Sales Executive,19,Bachelor,135777.0,Part-time,Chicago,Medium,56,Retail,No,SQL,5
Sales Executive,28,Bachelor,122859.0,Full-time,,Medium,24,Manufacturing,Yes,Python,5
Software Engineer,27,Bachelor,55162.0,Part-time,Boston,Medium,40,Finance,No,Marketing,3
Sales Executive,7,Master,108388.0,Internship,Chicago,Medium,57,Manufacturing,Yes,Python,4
Nurse,23,Bachelor,105924.0,Contract,Remote,Enterprise,38,IT,No,Data Analysis,2
Accountant,2,PhD,53434.0,Full-time,Seattle,Small,18,Education,Yes,Data Analysis,4
Marketing Manager,24,Master,42102.0,Full-time,Austin,Medium,58,Finance,No,Marketing,4
Accountant,18,Bachelor,41536.0,Internship,Chicago,Small,42,Finance,Yes,Java,5
Accountant,32,PhD,97891.0,Full-time,New York,Large,48,Healthcare,No,Python,3
Nurse,1,High School,87770.0,Internship,San Francisco,Enterprise,61,Education,Yes,SQL,2
Sales Executive,14,Master,124639.0,Full-time,Remote,Enterprise,55,Retail,No,C++,2
Marketing Manager,21,PhD,70388.0,Internship,Remote,Small,62,Manufacturing,No,Java,2
Nurse,9,High School,70775.0,Part-time,San Francisco,Small,22,Retail,Yes,C++,4
Software Engineer,17,PhD,51147.0,Part-time,Boston,Small,48,Healthcare,No,Java,1
Teacher,21,Bachelor,70526.0,Part-time,Boston,Enterprise,18,Manufacturing,No,SQL,3
Accountant,26,Bachelor,43659.0,Full-time,Boston,Medium,47,Retail,Yes,Java,1
Teacher,12,High School,129807.0,Internship,Remote,Enterprise,35,IT,Yes,,4
Nurse,32,Bachelor,124663.0,Internship,Boston,Medium,25,Retail,Yes,Python,5
Nurse,4,PhD,102096.0,Contract,San Francisco,Large,43,Manufacturing,No,Excel,1
Nurse,25,High School,132180.0,Part-time,Chicago,Medium,57,IT,No,Excel,1
Teacher,12,PhD,144233.0,Contract,Seattle,Small,32,Healthcare,Yes,Marketing,3
Nurse,26,PhD,43088.0,Part-time,Chicago,Medium,36,Healthcare,No,Data Analysis,4
Software Engineer,13,PhD,,Contract,New York,Medium,27,IT,Yes,Marketing,3
Nurse,23,Bachelor,143505.0,Part-time,San Francisco,Enterprise,41,Manufacturing,No,Python,5
Data Scientist,2,Bachelor,125921.0,Internship,Chicago,Small,33,Manufacturing,Yes,SQL,2
Sales Executive,29,PhD,79998.0,Part-time,San Francisco,Large,60,Retail,No,Python,4
Teacher,34,Master,60382.0,Full-time,,Medium,48,Healthcare,Yes,Marketing,5
Data Scientist,13,PhD,48184.0,Part-time,New York,Large,61,Healthcare,Yes,Java,5
Nurse,11,PhD,40099.0,Part-time,Remote,Small,33,IT,Yes,C++,1
Software Engineer,27,High School,,Internship,Austin,Medium,33,Healthcare,No,Data Analysis,3
Accountant,28,PhD,110506.0,Full-time,Austin,Enterprise,45,Retail,No,Python,1
Marketing Manager,16,Bachelor,111280.0,Internship,,Large,37,Healthcare,No,Python,1
Sales Executive,20,High School,,Contract,San Francisco,Enterprise,52,IT,Yes,SQL,2
Marketing Manager,22,Master,147937.0,Contract,Chicago,Large,26,Retail,No,Marketing,3
Nurse,19,High School,28389.0,Full-time,San Francisco,Small,57,Education,No,Python,2
Sales Executive,10,Master,37352.0,Contract,Remote,Medium,27,IT,Yes,Java,5
Sales Executive,33,High School,146788.0,Full-time,Seattle,Large,62,Education,Yes,C++,2
Software Engineer,9,High School,137843.0,Part-time,Remote,Enterprise,35,Healthcare,Yes,Java,5
Sales Executive,9,Master,41148.0,Contract,Chicago,Large,62,Retail,Yes,Excel,1
Teacher,5,Bachelor,51828.0,Part-time,,Large,62,Healthcare,No,Marketing,2
Data Scientist,23,Bachelor,88040.0,Internship,Remote,Large,32,Retail,Yes,Java,3
Data Scientist,11,Bachelor,76795.0,Contract,New York,Large,62,Finance,No,SQL,2
Data Scientist,22,High School,78620.0,Internship,Boston,Large,47,Healthcare,Yes,C++,5
Teacher,26,PhD,124310.0,Internship,Austin,Large,49,Healthcare,No,Marketing,4
Marketing Manager,5,High School,114279.0,Full-time,Chicago,Enterprise,57,Healthcare,Yes,Java,3
Software Engineer,0,PhD,114430.0,Internship,Chicago,Large,44,Manufacturing,Yes,Python,5
Sales Executive,5,PhD,116531.0,Full-time,Austin,Large,44,IT,Yes,,4
Teacher,21,Bachelor,77114.0,Full-time,Remote,Large,36,Manufacturing,Yes,Java,3
Data Scientist,23,PhD,60711.0,Full-time,New York,Medium,27,Retail,Yes,Data Analysis,4
Nurse,24,High School,135957.0,Full-time,San Francisco,Small,61,Retail,No,Python,1
Accountant,14,High School,37748.0,Full-time,San Francisco,Small,63,Retail,No,Excel,1
Sales Executive,25,Bachelor,108636.0,Part-time,Remote,Small,23,IT,No,C++,2
Teacher,7,Master,53691.0,Full-time,Remote,Enterprise,41,Retail,No,Marketing,2
Teacher,23,High School,135158.0,Contract,Boston,Enterprise,26,Manufacturing,No,Marketing,2
Software Engineer,5,PhD,108517.0,Full-time,Chicago,Enterprise,44,Manufacturing,Yes,Java,2
Software Engineer,34,High School,85282.0,Part-time,Austin,Large,24,Healthcare,Yes,Excel,4
Teacher,0,High School,118244.0,Contract,Remote,Small,23,Education,No,SQL,3
Data Scientist,11,High School,80360.0,Contract,Remote,Large,50,Finance,No,Java,3
Accountant,10,Master,30246.0,Part-time,Seattle,Medium,38,Retail,No,Java,2
Sales Executive,11,PhD,130779.0,Contract,New York,Small,63,IT,No,SQL,1
Software Engineer,6,Bachelor,79395.0,Part-time,San Francisco,Medium,55,IT,No,SQL,5
Sales Executive,10,High School,52486.0,Internship,New York,Medium,61,Retail,Yes,SQL,2
Data Scientist,30,PhD,50340.0,Internship,New York,Large,34,Education,No,C++,2
Sales Executive,32,PhD,104874.0,Full-time,Boston,Small,48,Manufacturing,Yes,,1
Nurse,12,Bachelor,70300.0,Full-time,New York,Medium,54,Retail,No,Data Analysis,5
Software Engineer,17,High School,23086.0,Full-time,Austin,Small,28,IT,Yes,SQL,4
Data Scientist,23,Master,111071.0,Full-time,Boston,Medium,45,Finance,No,Python,4
Data Scientist,8,PhD,34860.0,Part-time,Remote,Medium,22,Education,No,Python,5
Accountant,30,Bachelor,37013.0,Internship,Austin,Large,29,Retail,Yes,SQL,5
Accountant,9,Master,27407.0,Part-time,Boston,Small,20,Finance,Yes,C++,4
Nurse,1,PhD,,Contract,Austin,Large,58,Retail,Yes,C++,2
Data Scientist,14,High School,44935.0,Contract,Boston,Large,55,Education,No,Excel,2
Marketing Manager,2,PhD,127013.0,Contract,Boston,Large,19,IT,No,C++,1
Data Scientist,30,Master,69079.0,Contract,Chicago,Large,43,Manufacturing,No,Data Analysis,5
Accountant,5,Master,54111.0,Contract,Austin,Large,19,Manufacturing,No,Data Analysis,2
Marketing Manager,2,High School,76550.0,Internship,Chicago,Medium,29,Education,Yes,Excel,2
Software Engineer,10,High School,95697.0,Part-time,Remote,Small,57,Healthcare,Yes,SQL,1
Software Engineer,14,Bachelor,109117.0,Contract,Boston,Small,19,Manufacturing,Yes,C++,5
Sales Executive,27,High School,117813.0,Full-time,San Francisco,Large,58,Retail,Yes,Python,1
Teacher,9,Bachelor,106936.0,Internship,Boston,Small,33,Finance,Yes,Excel,1
Accountant,6,Master,96955.0,Full-time,San Francisco,Medium,47,Finance,Yes,Python,4
Teacher,14,Master,60565.0,Internship,San Francisco,Large,64,Manufacturing,Yes,,1
Marketing Manager,17,PhD,39283.0,Internship,San Francisco,Enterprise,63,Education,No,Java,5
Accountant,17,PhD,86470.0,Full-time,San Francisco,Enterprise,53,Education,No,Data Analysis,2
Nurse,23,Bachelor,120290.0,Full-time,Austin,Medium,21,Education,Yes,Data Analysis,2
Data Scientist,1,High School,106916.0,Contract,Seattle,Medium,28,Finance,Yes,Python,4
Nurse,19,High School,99552.0,Full-time,Austin,Enterprise,41,IT,No,SQL,5
Marketing Manager,33,PhD,141230.0,Part-time,Remote,Large,35,Finance,Yes,C++,2
Accountant,25,Master,58233.0,Internship,Seattle,Medium,44,IT,No,Data Analysis,1
Marketing Manager,6,Bachelor,148194.0,Internship,Austin,Enterprise,54,Education,No,C++,3
Data Scientist,29,Master,42695.0,Contract,Remote,Large,19,Healthcare,Yes,Marketing,3
Software Engineer,4,Master,110488.0,Internship,San Francisco,Medium,32,Finance,No,SQL,3
Software Engineer,10,High School,146440.0,Full-time,New York,Small,28,Education,No,Java,3
Marketing Manager,0,Bachelor,62734.0,Internship,Boston,Small,44,Finance,No,C++,1
Teacher,33,Master,101257.0,Internship,Seattle,Small,64,Education,Yes,Python,2
Accountant,0,PhD,21505.0,Full-time,New York,Large,40,Finance,Yes,Excel,4
Accountant,18,PhD,25363.0,Full-time,San Francisco,Medium,52,Retail,No,Data Analysis,1
Software Engineer,1,High School,68708.0,Internship,Seattle,Enterprise,47,Finance,Yes,SQL,2
Sales Executive,20,PhD,63614.0,Part-time,New York,Medium,64,Retail,No,C++,5
Nurse,19,PhD,21010.0,Full-time,Austin,Small,41,IT,No,Excel,2
Sales Executive,22,Master,133228.0,Part-time,Remote,Small,36,Finance,Yes,Python,2
Data Scientist,20,PhD,131786.0,Part-time,San Francisco,Large,46,IT,No,C++,2
Nurse,23,PhD,39861.0,Contract,Austin,Enterprise,30,Healthcare,No,Java,1
Nurse,3,Master,44125.0,Part-time,Austin,Large,40,Manufacturing,No,Data Analysis,2
Marketing Manager,11,High School,144110.0,Contract,San Francisco,Enterprise,29,Manufacturing,No,Data Analysis,2
Software Engineer,21,High School,29369.0,Part-time,Seattle,Medium,58,Retail,No,SQL,5
Sales Executive,19,Bachelor,89393.0,Contract,Boston,Large,46,Finance,No,Excel,5
Sales Executive,17,PhD,46671.0,Full-time,Chicago,Large,23,Manufacturing,No,C++,3
Software Engineer,0,Master,95400.0,Internship,Chicago,Large,40,IT,Yes,Data Analysis,1
Sales Executive,29,Bachelor,,Internship,Boston,Small,48,Manufacturing,Yes,SQL,2
Software Engineer,32,High School,118026.0,Contract,San Francisco,Small,62,Manufacturing,No,C++,3
Marketing Manager,23,High School,95656.0,Full-time,Chicago,Enterprise,38,Education,Yes,SQL,3
Teacher,13,Master,105759.0,Contract,Boston,Medium,41,Manufacturing,No,Excel,1
Nurse,4,Bachelor,117686.0,Contract,New York,Large,25,IT,No,Java,3
Marketing Manager,10,Bachelor,64138.0,Full-time,Boston,Small,61,Manufacturing,No,SQL,3
Accountant,23,Master,73420.0,Part-time,Seattle,Large,26,Finance,No,Java,1
Data Scientist,30,Master,88089.0,Part-time,Remote,Enterprise,39,Manufacturing,Yes,Java,4
Teacher,12,Bachelor,35489.0,Full-time,Boston,Enterprise,21,Healthcare,No,Data Analysis,3
Accountant,15,High School,79789.0,Contract,Austin,Medium,30,Manufacturing,No,Data Analysis,5
Nurse,23,PhD,89925.0,Internship,Austin,Enterprise,51,Retail,Yes,Python,3
Sales Executive,12,High School,69703.0,Contract,Remote,Large,20,Education,Yes,C++,1
Software Engineer,23,Master,107486.0,Part-time,San Francisco,Medium,54,IT,Yes,Excel,1
Nurse,25,Bachelor,96625.0,Full-time,Austin,Medium,45,Manufacturing,Yes,Python,4
Marketing Manager,1,Bachelor,127535.0,Full-time,New York,Small,43,Manufacturing,Yes,Marketing,4
Data Scientist,15,PhD,140446.0,Full-time,Boston,Large,63,Finance,Yes,Data Analysis,5
Marketing Manager,0,Bachelor,78228.0,Part-time,Remote,Enterprise,51,Finance,No,C++,5
Teacher,10,PhD,148348.0,Contract,New York,Small,32,Retail,No,Python,3
Teacher,34,High School,23051.0,Full-time,San Francisco,Large,25,Education,Yes,SQL,4
Data Scientist,28,High School,58090.0,Internship,Austin,Large,52,IT,Yes,SQL,5
Accountant,16,Bachelor,48805.0,Full-time,Remote,Medium,41,IT,No,SQL,3
Accountant,27,Bachelor,114978.0,Contract,Chicago,Medium,54,IT,Yes,Marketing,2
Teacher,28,Master,64557.0,Part-time,Boston,Large,21,Retail,Yes,Java,3
Teacher,2,Master,22555.0,Internship,Chicago,Small,29,Retail,Yes,Data Analysis,5
Sales Executive,9,Bachelor,70241.0,Internship,Seattle,Medium,36,Manufacturing,No,SQL,3
Software Engineer,13,Bachelor,98303.0,Full-time,San Francisco,Medium,32,Education,Yes,C++,2
Sales Executive,11,High School,147838.0,Contract,Seattle,Large,47,IT,No,C++,5
Sales Executive,29,Bachelor,85994.0,Full-time,Chicago,Large,62,IT,No,Data Analysis,3
Accountant,31,Master,134005.0,Internship,Chicago,Medium,54,Manufacturing,No,Python,5
Data Scientist,31,High School,36066.0,Full-time,Chicago,Small,29,Education,Yes,Java,3
Accountant,31,PhD,24721.0,Contract,Seattle,Medium,36,Education,Yes,Python,1
Software Engineer,25,Master,97982.0,Part-time,Remote,Large,51,Education,No,Python,5
Marketing Manager,0,Master,26304.0,Internship,San Francisco,Medium,24,Finance,No,SQL,5
Teacher,1,High School,131869.0,Contract,Boston,Large,100,Education,Yes,Python,5
Teacher,16,PhD,62967.0,Full-time,Remote,Medium,45,Healthcare,No,Data Analysis,5
Software Engineer,29,Master,120224.0,Internship,,Large,46,Retail,Yes,Marketing,3
Sales Executive,6,Bachelor,98763.0,Full-time,New York,Large,54,Education,No,C++,4
Data Scientist,26,Master,60462.0,Full-time,,Small,37,Finance,Yes,C++,3
Teacher,8,High School,140356.0,Part-time,Chicago,Large,28,Healthcare,Yes,C++,2
Nurse,21,High School,91834.0,Full-time,San Francisco,Medium,56,Finance,No,Data Analysis,1
Sales Executive,33,High School,124933.0,Full-time,San Francisco,Large,59,Finance,No,Java,3
Teacher,0,Master,131023.0,Contract,Austin,Enterprise,40,Manufacturing,Yes,SQL,3
Nurse,8,PhD,123450.0,Full-time,Austin,Medium,63,Finance,No,SQL,5
Software Engineer,19,Bachelor,70155.0,Part-time,Remote,Small,37,Finance,No,Data Analysis,2
Software Engineer,18,High School,137771.0,Full-time,Seattle,Medium,37,IT,No,Python,5
Sales Executive,3,PhD,95842.0,Full-time,Austin,Small,28,Retail,Yes,Python,5
Teacher,8,Bachelor,22589.0,Full-time,Remote,Enterprise,19,Manufacturing,No,Excel,4
Accountant,21,High School,145023.0,Internship,Boston,Small,30,Manufacturing,No,Excel,1
Nurse,17,Bachelor,57078.0,Part-time,Boston,Large,30,IT,No,SQL,4
Data Scientist,11,Bachelor,120545.0,Internship,Remote,Enterprise,58,Healthcare,No,Data Analysis,5
